alg,impl,system,nnode,nproc,thread_per_proc,a_rows,a_cols,b_rows,b_cols,p1,p2,p3,gather_a_time,gen_a_time,gen_b_time,gather_b_time,local_multiply_time,cpu_gpu_data_move_time,scatter_reduce_time,timestamp
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.195422,0.122961,0.247795,0.0,0.0,2026-02-13T07:38:51
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.060763,0.0,0.847414,0.0,0.0,2026-02-14T20:56:27
matmul1comm,cpp,perlmutter-gpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.025204,0.234412,0.027451,0.0,0.0,2025-10-05T12:41:58
matmul1gen,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,0.648037,0.0,5.653078,0.0,0.0,2026-02-14T21:05:05
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.075246,0.0,0.402589,0.0,0.0,2026-02-13T07:34:44
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,8,4,1,0.082,0.063702,0.143646,0.186899,2.090487,0.0,0.060757,2026-06-04T09:26:40
matmul1comm,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.043649,0.074803,0.045264,0.0,0.0,2025-10-05T12:28:05
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T09:20:01
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,8,8,2,0.050758,0.017018,0.021543,0.028586,0.696309,0.0,0.106999,2026-06-04T09:33:50
matmul1gen,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.080691,0.0,0.408321,0.0,0.0,2025-10-05T12:27:41
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,8,4,1,0.082397,0.064106,0.024243,0.101389,2.081032,0.0,0.060563,2026-06-04T09:27:43
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.224499,0.0,7.979331,0.0,0.0,2026-02-14T20:51:57
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.058268,0.0,0.132181,0.0,0.0,2026-02-14T20:47:44
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,8,4,1,0.082433,0.063714,0.020801,0.024117,0.243811,0.0,0.032354,2026-06-04T09:27:58
matmul,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,4,2,1,0.311575,0.256798,0.181286,0.25252,8.886015,0.0,0.106216,2026-06-04T09:26:45
matmul,cpp,perlmutter-cpu,2,8,64,50000,50000,50000,50000,2,2,2,1.075447,-1.0,-1.0,4.338247,39.90369,0.0,0.980546,2025-08-10T10:40:13
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.025323,0.216007,0.260282,0.0,0.0,2026-02-14T20:50:00
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.036064,0.965293,1.279075,0.0,0.0,2026-02-13T07:28:08
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.042231,0.157798,0.147683,0.0,0.0,2026-02-14T20:49:01
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,50000,4,4,2,0.173848,-1.0,-1.0,0.395052,19.805837,0.0,0.914761,2025-10-06T21:09:53
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,-1.0,0.083532,0.0,0.916795,0.0,0.0,2026-02-13T07:24:40
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.038072,0.0,0.243195,0.0,0.0,2026-02-14T20:48:16
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,4,4,1,0.164601,0.132787,0.056554,0.532465,4.541028,0.0,0.14141,2026-06-04T09:23:03
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,4,4,1,0.163358,0.130832,0.042354,0.532565,4.538162,0.0,0.155463,2026-06-04T09:22:39
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.231761,0.124917,0.44148,0.0,0.0,2026-02-13T07:37:18
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.091126,0.0,0.231198,0.0,0.0,2026-02-13T07:38:35
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.207358,0.0,0.371452,0.0,0.0,2026-02-13T07:35:14
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.574726,0.510498,0.060116,0.198541,16.535388,0.0,0.208478,2026-06-04T09:28:18
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.033762,0.0,0.870532,0.0,0.0,2025-10-05T12:05:45
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.088696,0.0,0.250944,0.0,0.0,2026-02-14T20:49:11
matmul,python,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,50000,4,4,2,0.2741840860001048,-1.0,-1.0,1.7627013239998632,15.009322931000042,0.0,20.695950652999954,2025-10-07T07:27:47
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.650418,0.0,10.846596,0.0,0.0,2026-02-14T20:58:22
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.041575,0.0,0.098281,0.0,0.0,2026-02-14T20:47:45
matmul,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,8,8,1,0.041919,0.032461,0.022608,0.05061,1.059434,0.0,0.076883,2026-06-04T09:29:37
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.020661,0.099464,1.693144,0.0,0.0,2026-02-13T07:25:13
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.042736,0.8617,15.84946,0.0,0.0,2026-02-13T07:23:35
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,-1.0,2.527315,0.0,7.829674,0.0,0.0,2026-02-13T05:05:05
matmul1comm,python,perlmutter-cpu,4,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.018968703999917125,6.143541890000051,2.2346871170000213,0.0,0.0,2025-06-25T14:12:08
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.20837,0.0,1.129161,0.0,0.0,2026-02-14T20:45:27
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.086788,0.853445,4.190888,0.0,0.0,2026-02-13T07:30:08
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.039431,0.0,0.252542,0.0,0.0,2026-02-14T20:48:36
matmul1comm,cpp,perlmutter-gpu-cpu,128,512,32,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.000634,0.733082,0.228927,0.0,0.0,2025-08-17T20:39:12
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,-1.0,0.062819,0.0,0.877648,0.0,0.0,2026-02-13T07:25:39
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.03747,0.594559,8.030369,0.0,0.0,2026-02-14T20:53:57
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,2,2,1,0.585928,0.511178,0.023357,0.015101,1.728704,0.0,0.030773,2026-06-04T09:30:19
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.733203,0.0,10.816016,0.0,0.0,2026-02-06T16:35:45
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,8,4,1,0.080801,0.064663,0.021044,0.031365,0.237662,0.0,0.031221,2026-06-04T09:28:09
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T07:13:11
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,-1.0,0.089597,0.257276,0.133094,0.0,0.0,2026-02-13T07:34:41
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,1.571984,0.0,1.217468,0.0,0.0,2026-02-13T07:41:21
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.649224,0.0,4.180915,0.0,0.0,2026-02-13T07:26:56
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,-1.0,2.628591,0.0,2.891325,0.0,0.0,2026-02-13T09:17:09
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.63903,0.0,15.814109,0.0,0.0,2026-02-13T07:19:10
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.036281,0.0,1.6994,0.0,0.0,2026-02-14T20:59:52
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.020781,0.628613,2.182837,0.0,0.0,2026-02-14T20:48:03
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.179453,0.0,0.650863,0.0,0.0,2026-02-14T20:44:37
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.182297,0.0,2.183411,0.0,0.0,2026-02-14T20:46:08
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,8,8,2,0.052672,0.017218,0.018571,0.01386,0.104845,0.0,0.007736,2026-06-04T09:34:57
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.225423,0.0,17.573203,0.0,0.0,2026-02-14T20:53:20
matmul,cpp,perlmutter-gpu,128,512,32,50000,50000,50000,50000,8,8,8,0.07752,-1.0,-1.0,0.051695,0.042407,0.410739,0.050351,2025-08-10T10:35:23
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,-1.0,0.020694,66.594485,0.106144,0.0,0.0,2026-02-13T07:55:06
matmul,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,5000,4,2,2,0.060551,-1.0,-1.0,0.103006,0.031061,0.0,0.462858,2025-08-26T13:39:24
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.03211,0.876177,8.043366,0.0,0.0,2026-02-13T07:24:03
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.65743,0.0,8.007929,0.0,0.0,2026-02-13T07:19:30
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,8,8,2,0.050761,0.016935,0.022185,0.061969,0.672814,0.0,0.046086,2026-06-04T09:33:37
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.629853,0.0,15.76468,0.0,0.0,2026-02-13T07:18:48
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.035476,0.0,1.724637,0.0,0.0,2026-02-14T21:00:05
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.021407,0.769559,1.139191,0.0,0.0,2026-02-14T20:46:02
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.693422,0.0,11.081332,0.0,0.0,2026-02-14T20:55:19
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.090768,0.174247,0.072032,0.0,0.0,2026-02-14T20:48:41
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.178652,0.0,2.19768,0.0,0.0,2026-02-14T20:46:27
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.216969,0.0,8.048053,0.0,0.0,2026-02-14T20:51:27
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.020367,0.163839,0.255847,0.0,0.0,2026-02-14T20:49:32
matmul1comm,cpp,perlmutter-cpu,1,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.041403,1.514741,8.122422,0.0,0.0,2025-06-25T14:06:48
matmul1gen,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,0.695628,0.0,5.635863,0.0,0.0,2026-02-14T21:05:58
matmul,cpp,perlmutter-gpu-cpu,1,4,32,80000,80000,80000,5000,4,1,1,1.401068,-1.0,-1.0,0.86137,42.060854,0.0,0.099003,2026-01-23T08:49:48
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.069202,0.551005,17.43177,0.0,0.0,2026-02-14T20:58:38
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,500000,1000000,1000000,1000,256,1,1,0.0,-1.0,0.710508,0.0,10.564399,0.0,0.0,2026-02-17T11:51:22
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.646622,0.0,4.17395,0.0,0.0,2026-02-13T07:27:54
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.024318,0.214135,0.074578,0.0,0.0,2026-02-14T20:48:34
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,4,4,1,0.162343,0.128816,0.026882,0.023525,0.442308,0.0,0.024071,2026-06-04T09:24:03
matmul1gen,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.081093,0.0,0.151577,0.0,0.0,2025-10-05T12:33:30
matmul1gen,cpp,perlmutter-gpu-cpu,192,768,32,1000000,1000000,1000000,1000,768,1,1,0.0,-1.0,0.647623,0.0,7.214603,0.0,0.0,2026-02-14T21:02:22
matmul,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,50000,4,4,2,0.166737,-1.0,-1.0,0.39856,0.048777,3.027051,0.863956,2025-08-10T09:21:41
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.089101,0.0,0.074041,0.0,0.0,2026-02-14T20:48:05
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.041326,0.166031,0.14511,0.0,0.0,2026-02-14T20:49:07
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.649772,0.0,10.753537,0.0,0.0,2026-02-14T20:58:53
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,-1.0,0.084934,0.0,0.135119,0.0,0.0,2026-02-13T07:30:54
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.023672,0.842104,4.18452,0.0,0.0,2026-02-13T07:32:23
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.205468,0.0,0.180211,0.0,0.0,2026-02-13T07:38:20
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.074665,0.0,1.714644,0.0,0.0,2026-02-14T21:00:31
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.20225,0.0,4.232683,0.0,0.0,2026-02-14T20:46:40
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.114467,0.0,1.681493,0.0,0.0,2026-02-13T07:24:45
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,8,8,2,0.052547,0.017198,0.018792,0.033309,0.102595,0.0,0.022398,2026-06-04T09:34:33
matmul1comm,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.019091,3.794565,10.75836,0.0,0.0,2026-02-06T16:36:18
matmul1comm,python,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.002222616999915772,10.338491319999775,4.777142473999902,0.0,0.0,2025-06-18T05:55:10
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.692383,0.0,1.25962,0.0,0.0,2026-02-13T07:26:27
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,2,2,1,0.625235,0.508693,0.023658,0.016471,1.727795,0.0,0.02365,2026-06-04T09:30:30
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.107702,0.0,0.066458,0.0,0.0,2026-02-14T20:47:52
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.019251,0.136825,0.440096,0.0,0.0,2026-02-14T20:51:21
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.024056,0.212991,0.144256,0.0,0.0,2026-02-14T20:48:40
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.064949,0.213791,0.147806,0.0,0.0,2026-02-14T20:48:47
matmul1gen,cpp,perlmutter-cpu,4,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.467796,0.0,2.262035,0.0,0.0,2025-06-25T14:11:18
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.205637,0.0,17.468263,0.0,0.0,2026-02-14T20:55:35
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,4,4,1,0.164897,0.129822,0.051229,0.533055,4.513622,0.0,0.172225,2026-06-04T09:23:19
matmul1comm,cpp,perlmutter-cpu,8,32,64,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.010323,2.867446,1.444919,0.0,0.0,2025-08-10T11:32:26
matmul1comm,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,500,256,1,1,0.0,-1.0,0.044002,0.383702,0.027914,0.0,0.0,2025-10-05T12:41:32
matmul1gen,cpp,perlmutter-cpu,2,8,64,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.466115,0.0,4.587324,0.0,0.0,2025-08-10T11:23:57
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.021348,0.189521,0.449091,0.0,0.0,2026-02-14T20:51:40
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.054106,0.170086,0.436673,0.0,0.0,2026-02-13T07:36:00
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,-1.0,0.106404,0.0,0.067607,0.0,0.0,2026-02-13T07:49:24
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.66498,0.0,1.266141,0.0,0.0,2026-02-13T07:27:17
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,-1.0,2.632709,0.0,2.856598,0.0,0.0,2026-02-13T09:15:26
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.588981,0.0,0.93032,0.0,0.0,2026-02-13T07:42:31
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,-1.0,0.014914,0.28499,0.130124,0.0,0.0,2026-02-13T07:34:10
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.392453,0.0,17.504809,0.0,0.0,2025-10-05T12:05:32
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.224984,0.0,7.996438,0.0,0.0,2026-02-14T20:50:59
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.181736,0.0,2.184937,0.0,0.0,2026-02-14T20:45:50
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,-1.0,2.50312,0.0,2.807615,0.0,0.0,2026-02-13T09:14:51
matmul,cpp,perlmutter-cpu,4,512,2,50000,50000,50000,50000,8,8,8,0.54869,-1.0,-1.0,5.256466,18.940729,0.0,0.629196,2025-06-17T04:19:26
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.577163,0.50775,0.059971,0.134912,16.57557,0.0,0.212437,2026-06-04T09:27:35
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.050615,0.576104,4.194809,0.0,0.0,2026-02-14T20:48:32
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,4,2,2,0.337951,-1.0,-1.0,0.093435,4.532333,0.0,0.113079,2025-08-26T09:57:41
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.033905,0.646152,2.183557,0.0,0.0,2026-02-14T20:47:24
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.200933,0.0,17.487606,0.0,0.0,2026-02-14T20:55:13
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.308159,0.0,0.164524,0.0,0.0,2026-02-13T07:37:17
matmul,python,perlmutter-cpu,8,1024,2,50000,50000,50000,50000,16,8,8,0.24162698800000726,-1.0,-1.0,5.748329228000102,9.37680215499995,0.0,0.26476777599987145,2025-06-17T04:27:21
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.642226,0.0,1.276479,0.0,0.0,2026-02-13T07:26:10
matmul,python,perlmutter-cpu,2,16,32,50000,50000,50000,50000,4,2,2,0.6283693129998937,-1.0,-1.0,8.75297321700009,38.20837506499993,0.0,4.571032718999959,2025-06-25T13:58:12
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.687442,0.0,15.886859,0.0,0.0,2026-02-13T07:18:27
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,2,2,1,0.586004,0.515924,0.023648,0.015611,1.729188,0.0,0.044682,2026-06-04T09:30:45
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.021931,1.040276,1.269217,0.0,0.0,2026-02-13T07:28:25
matmul,cpp,perlmutter-cpu,8,64,32,50000,50000,50000,50000,4,4,4,0.550049,-1.0,-1.0,1.563812,10.226991,0.0,0.373611,2025-06-25T13:45:49
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T07:12:16
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:13
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,-1.0,2.626777,0.0,7.654412,0.0,0.0,2026-02-13T05:11:42
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,-1.0,0.019035,63.778845,0.077135,0.0,0.0,2026-02-13T07:50:59
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,-1.0,0.09632,0.090066,0.892592,0.0,0.0,2026-02-13T07:28:37
matmul,cpp,perlmutter-gpu-cpu,128,512,32,50000,50000,50000,50000,8,8,8,0.08044,-1.0,-1.0,0.05233,1.379386,0.0,0.148502,2025-08-17T20:38:25
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.018569,0.150569,0.252778,0.0,0.0,2026-02-14T20:49:18
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.146557,0.910763,2.363718,0.0,0.0,2026-02-13T07:34:09
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,-1.0,0.769694,0.0,10.787491,0.0,0.0,2026-02-14T20:54:46
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,-1.0,0.10203,0.0,0.145741,0.0,0.0,2026-02-13T07:32:37
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.074142,0.0,1.707714,0.0,0.0,2026-02-13T07:24:03
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.021774,0.707018,2.175442,0.0,0.0,2026-02-14T20:46:36
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.666903,0.0,15.745349,0.0,0.0,2026-02-13T07:19:54
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.643116,0.0,15.86647,0.0,0.0,2026-02-13T07:18:05
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.246605,0.0,1.105474,0.0,0.0,2026-02-14T20:44:38
