alg,impl,system,nnode,nproc,thread_per_proc,a_rows,a_cols,b_rows,b_cols,p1,p2,p3,gather_a_time,gen_a_time,gen_b_time,gather_b_time,local_multiply_time,cpu_gpu_data_move_time,scatter_reduce_time,timestamp
matmul,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,50000,4,4,4,0.234199,-1.0,-1.0,0.247578,9.723093,0.0,0.552493,2025-10-06T21:11:26
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.040567,0.191479,0.143997,0.0,0.0,2025-10-05T12:25:32
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.178904,0.0,0.63916,0.0,0.0,2026-02-14T20:45:08
matmul,cpp,perlmutter-cpu,32,128,64,50000,50000,50000,50000,8,4,4,0.276773,-1.0,-1.0,1.743947,3.910294,0.0,0.111165,2025-08-10T12:31:28
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,8,4,1,0.081341,0.064172,0.023436,0.103378,2.07818,0.0,0.09139,2026-06-04T09:27:27
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.176412,0.0,1.122522,0.0,0.0,2026-02-14T20:44:46
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.179503,0.0,1.147467,0.0,0.0,2026-02-14T20:45:37
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.576094,0.506527,0.059111,0.145724,16.639879,0.0,0.190191,2026-06-04T09:28:39
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.125218,0.485618,17.531443,0.0,0.0,2026-02-14T20:59:46
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.036956,0.0,0.070038,0.0,0.0,2026-02-14T20:47:24
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.582222,0.506291,0.058996,0.15997,16.545692,0.0,0.191747,2026-06-04T09:29:22
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,4,4,1,0.162144,0.12889,0.02902,0.028201,0.423038,0.0,0.015442,2026-06-04T09:23:37
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.021069,1.178667,0.863373,0.0,0.0,2026-02-13T07:45:30
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T07:11:04
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.234854,0.0,8.03157,0.0,0.0,2026-02-14T20:52:55
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,-1.0,0.653117,0.0,28.714729,0.0,0.0,2026-02-14T20:57:31
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.642025,0.0,15.713982,0.0,0.0,2026-02-13T07:17:21
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:01
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.05611,0.0,0.137652,0.0,0.0,2026-02-14T20:47:30
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,-1.0,0.725603,0.0,28.950111,0.0,0.0,2026-02-14T20:56:41
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,2,2,1,0.583068,0.523561,0.022854,0.020428,1.738326,0.0,0.02589,2026-06-04T09:30:56
matmul1comm,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-10T06:28:50
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.053713,0.904187,2.294381,0.0,0.0,2026-02-13T07:33:14
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.037124,0.587105,8.0577,0.0,0.0,2026-02-14T20:54:43
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.066911,0.585607,2.179637,0.0,0.0,2026-02-14T20:47:43
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.255104,0.0,1.127571,0.0,0.0,2026-02-14T20:44:54
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.040601,0.0,0.11015,0.0,0.0,2026-02-14T20:47:10
matmul,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,50000,2,2,2,0.693532,-1.0,-1.0,0.749539,76.796111,0.0,1.073919,2025-10-06T20:34:47
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,-1.0,2.522706,0.0,7.81226,0.0,0.0,2026-02-13T05:07:33
matmul1gen,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.068662,0.0,0.071829,0.0,0.0,2025-10-05T12:40:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.12897,0.0,0.42433,0.0,0.0,2026-02-13T07:32:59
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.019157,0.113933,1.673328,0.0,0.0,2026-02-13T07:25:20
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,4,4,1,0.160297,0.127721,0.027092,0.031306,0.443048,0.0,0.018613,2026-06-04T09:23:45
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,8,4,1,0.080556,0.064659,0.020847,0.027508,0.244864,0.0,0.023813,2026-06-04T09:28:15
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,-1.0,0.92974,0.0,26.372159,0.0,0.0,2026-02-06T11:20:11
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,-1.0,0.129135,0.281966,0.13669,0.0,0.0,2026-02-13T07:34:57
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.056249,0.083621,1.722237,0.0,0.0,2026-02-14T21:00:57
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.028717,0.803076,8.026148,0.0,0.0,2026-02-13T07:23:18
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.060162,0.0,0.20024,0.0,0.0,2026-02-13T07:36:47
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.084007,0.0,1.679591,0.0,0.0,2026-02-13T07:24:17
matmul,python,perlmutter-cpu,8,64,32,50000,50000,50000,50000,4,4,4,0.5578520979997847,-1.0,-1.0,2.66617054299968,10.006456470000103,0.0,1.5048895590002758,2025-06-25T13:46:32
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.070362,0.635457,1.134724,0.0,0.0,2026-02-14T20:46:19
matmul,cpp,perlmutter-cpu,4,32,32,50000,50000,50000,50000,4,4,2,0.271188,-1.0,-1.0,3.20659,19.533425,0.0,1.008941,2025-06-25T13:54:10
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,4,4,1,0.162579,0.129021,0.15202,0.567043,4.568202,0.0,0.159342,2026-06-04T09:22:12
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,-1.0,2.55205,0.0,5.763449,0.0,0.0,2026-02-13T06:18:50
matmul,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,4,2,1,0.309834,0.257824,0.0227,0.03185,0.882575,0.0,0.016958,2026-06-04T09:29:45
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,8,8,2,0.051629,0.017009,0.021919,0.051531,0.694268,0.0,0.035337,2026-06-04T09:33:11
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,-1.0,2.517796,0.0,5.829391,0.0,0.0,2026-02-13T06:21:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.080026,0.0,0.401537,0.0,0.0,2026-02-13T07:33:59
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.069656,0.887878,4.189623,0.0,0.0,2026-02-13T07:31:44
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,8,4,1,0.080519,0.063987,0.020656,0.027123,0.241208,0.0,0.046938,2026-06-04T09:28:27
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.04521,0.0,1.701625,0.0,0.0,2026-02-14T21:00:50
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.579912,0.511679,0.059806,0.191352,16.510695,0.0,0.205479,2026-06-04T09:27:57
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.088329,0.0,0.456865,0.0,0.0,2026-02-14T20:49:51
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,-1.0,2.572811,0.0,5.781798,0.0,0.0,2026-02-13T06:17:38
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.684012,0.0,7.991329,0.0,0.0,2026-02-13T07:19:53
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.579726,0.530956,0.059186,0.169519,16.566996,0.0,0.184138,2026-06-04T09:30:03
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,500000,1000000,1000000,1000,256,1,1,0.0,-1.0,0.715189,0.0,10.752396,0.0,0.0,2026-02-17T11:52:45
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.041383,0.800447,8.046294,0.0,0.0,2026-02-13T07:22:34
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.024723,0.151916,0.485204,0.0,0.0,2026-02-14T20:51:33
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.035826,0.0,0.858547,0.0,0.0,2026-02-14T20:55:57
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.054919,0.188455,0.248113,0.0,0.0,2026-02-13T07:40:56
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.643055,0.0,7.988325,0.0,0.0,2026-02-13T07:19:07
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,8,8,2,0.055243,0.017062,0.01888,0.030574,0.103771,0.0,0.008227,2026-06-04T09:34:22
matmul1gen,cpp,perlmutter-gpu-cpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,0.689915,0.0,3.175287,0.0,0.0,2026-02-16T00:53:22
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.063008,0.151753,0.254725,0.0,0.0,2026-02-14T20:49:46
matmul1gen,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,0.685181,0.0,5.588075,0.0,0.0,2026-02-14T21:06:15
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.037155,0.090263,1.698897,0.0,0.0,2026-02-13T07:25:06
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.050668,0.0,0.854087,0.0,0.0,2026-02-14T20:55:42
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.076519,0.0,1.713093,0.0,0.0,2026-02-14T21:00:38
matmul1gen,cpp,perlmutter-gpu-cpu,192,768,32,1000000,1000000,1000000,1000,768,1,1,0.0,-1.0,0.666417,0.0,7.10286,0.0,0.0,2026-02-14T21:00:25
matmul,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,4,2,1,0.308268,0.256374,0.039305,0.243973,8.832467,0.0,0.154238,2026-06-04T09:28:26
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.039998,0.0,0.176384,0.0,0.0,2026-02-14T20:47:17
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.090803,0.752073,0.626591,0.0,0.0,2026-02-14T20:46:56
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.048199,1.01249,1.275589,0.0,0.0,2026-02-13T07:29:50
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.046213,0.0,0.48944,0.0,0.0,2026-02-14T20:49:58
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,-1.0,0.026806,0.178019,0.438709,0.0,0.0,2026-02-13T07:37:03
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,-1.0,0.077045,0.065803,1.704222,0.0,0.0,2026-02-14T21:01:49
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,2.527615,0.0,11.148055,0.0,0.0,2026-02-13T06:54:22
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.086815,0.0,0.876365,0.0,0.0,2026-02-14T20:56:34
matmul1comm,cpp,perlmutter-cpu,2,8,64,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.041323,2.580977,6.000216,0.0,0.0,2025-08-10T11:24:08
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.121794,1.051407,0.876938,0.0,0.0,2026-02-13T07:45:12
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.044371,0.536126,17.517052,0.0,0.0,2026-02-14T20:56:21
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.474075,0.0,0.242441,0.0,0.0,2025-08-17T20:39:03
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.240377,0.0,1.115893,0.0,0.0,2026-02-14T20:44:30
matmul1comm,cpp,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.005378,0.666555,1.143219,0.0,0.0,2025-06-25T14:24:04
matmul1comm,cpp,perlmutter-cpu,16,64,64,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.005286,0.604483,0.732595,0.0,0.0,2025-08-10T20:31:59
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,-1.0,0.23507,0.861534,2.316297,0.0,0.0,2026-02-13T07:35:42
matmul1gen,cpp,perlmutter-gpu-cpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,-1.0,0.648068,0.0,3.325496,0.0,0.0,2026-02-16T00:53:39
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.043857,0.766153,1.126652,0.0,0.0,2026-02-14T20:46:54
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.035988,0.948678,1.282381,0.0,0.0,2026-02-13T07:30:25
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.042,0.124926,0.250686,0.0,0.0,2026-02-14T20:49:53
matmul1gen,cpp,perlmutter-gpu,128,512,32,50000,50000,50000,500,512,1,1,0.0,-1.0,0.056912,0.0,0.069784,0.0,0.0,2025-10-04T06:44:58
matmul1comm,python,perlmutter-cpu,1,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.07202729399995178,13.022591589000001,8.144627422999974,0.0,0.0,2025-06-25T14:07:59
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.20522,0.0,17.489473,0.0,0.0,2026-02-14T20:54:28
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.068742,0.661871,2.168534,0.0,0.0,2026-02-14T20:46:56
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.768483,0.0,0.809569,0.0,0.0,2026-02-13T07:42:14
matmul,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,8,8,1,0.040652,0.032381,0.022573,0.052869,1.063982,0.0,0.089598,2026-06-04T09:29:31
matmul1comm,cpp,perlmutter-cpu,128,512,64,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.000596,0.786092,0.235775,0.0,0.0,2025-08-10T20:37:59
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.065827,0.113251,0.474533,0.0,0.0,2026-02-14T20:51:47
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.0933,0.0,1.741804,0.0,0.0,2026-02-13T07:24:24
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,-1.0,2.645557,0.0,7.738803,0.0,0.0,2026-02-13T05:08:23
matmul1comm,cpp,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.000665,4.2564,4.848173,0.0,0.0,2025-06-20T08:27:41
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.647402,0.0,8.078565,0.0,0.0,2026-02-13T07:18:00
matmul,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,50000,4,4,4,0.283108,-1.0,-1.0,0.204004,0.070729,1.542902,0.211854,2025-08-10T09:21:48
matmul1comm,cpp,perlmutter-gpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.021969,0.039165,0.100421,0.0,0.0,2025-10-05T12:28:06
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.201217,0.0,4.238405,0.0,0.0,2026-02-14T20:46:18
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,-1.0,0.085974,0.0,0.068529,0.0,0.0,2026-02-14T20:47:59
matmul,python,perlmutter-cpu,2,256,2,50000,50000,50000,50000,8,8,4,0.24238167700013946,-1.0,-1.0,5.523262391999879,37.11552944999994,0.0,1.005560899999864,2025-06-17T04:29:13
matmul,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,8,8,1,0.042427,0.033284,0.022482,0.049157,1.05678,0.0,0.125459,2026-06-04T09:29:24
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.03578,0.0,0.869982,0.0,0.0,2026-02-14T20:55:50
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,-1.0,0.038403,0.59002,7.983695,0.0,0.0,2026-02-14T20:53:26
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.201917,0.0,4.240465,0.0,0.0,2026-02-14T20:47:13
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.031271,1.207814,0.880799,0.0,0.0,2026-02-13T07:45:48
matmul1gen,python,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.5938823439998941,0.0,1.2030056000000968,0.0,0.0,2025-06-25T14:24:00
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.065266,0.098281,0.438222,0.0,0.0,2026-02-14T20:50:45
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.239415,0.0,17.464908,0.0,0.0,2026-02-14T20:54:05
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,-1.0,0.073301,0.119467,0.465953,0.0,0.0,2026-02-14T20:51:07
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.097588,0.191519,0.223303,0.0,0.0,2026-02-13T07:40:10
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.673721,0.0,15.979436,0.0,0.0,2026-02-13T07:17:43
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,-1.0,2.811768,0.0,2.886826,0.0,0.0,2026-02-13T09:13:08
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:54
matmul1gen,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.088004,0.0,1.514018,0.0,0.0,2025-10-05T12:23:45
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,-1.0,0.016116,68.668421,0.078429,0.0,0.0,2026-02-13T07:53:44
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.067461,0.857015,4.26315,0.0,0.0,2026-02-13T07:31:05
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,-1.0,0.064304,0.213824,0.247927,0.0,0.0,2026-02-14T20:50:21
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,8,8,2,0.050396,0.017228,0.020935,0.030898,0.684725,0.0,0.065832,2026-06-04T09:33:30
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.034406,0.0,0.882171,0.0,0.0,2026-02-14T20:56:19
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,-1.0,2.56225,0.0,5.846458,0.0,0.0,2026-02-13T06:18:13
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.069887,0.502713,17.710682,0.0,0.0,2026-02-14T20:58:15
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,-1.0,2.501361,0.0,2.954057,0.0,0.0,2026-02-13T09:16:00
matmul,python,perlmutter-cpu,4,32,32,50000,50000,50000,50000,4,4,2,0.8515016589999505,-1.0,-1.0,4.161358631999974,18.876161733000117,0.0,15.474993185999665,2025-06-25T13:55:17
matmul1gen,cpp,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,-1.0,2.045153,0.0,4.74541,0.0,0.0,2025-06-20T08:30:06
matmul1gen,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,-1.0,0.022033,0.0,0.026475,0.0,0.0,2025-10-05T12:33:46
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,-1.0,0.181976,0.0,2.20666,0.0,0.0,2026-02-14T20:45:31
matmul,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,8,4,1,0.083773,0.064598,0.02395,0.100857,2.07737,0.0,0.074705,2026-06-04T09:27:19
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,-1.0,0.826694,0.0,0.862878,0.0,0.0,2026-02-13T07:41:56
matmul,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,8,8,1,0.04164,0.032805,0.019331,0.02384,0.134289,0.0,0.012861,2026-06-04T09:30:32
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,-1.0,0.042759,0.10555,0.846751,0.0,0.0,2026-02-14T20:57:33
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,-1.0,0.083139,0.0,1.674041,0.0,0.0,2026-02-13T07:23:56
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,-1.0,0.180205,0.0,0.199438,0.0,0.0,2026-02-13T07:36:31
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,-1.0,0.016605,1.060911,1.295856,0.0,0.0,2026-02-13T07:27:51
matmul1comm,cpp,perlmutter-cpu,2,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.020625,2.150827,4.312539,0.0,0.0,2025-06-25T14:10:24
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,-1.0,0.098353,0.562059,17.476439,0.0,0.0,2026-02-14T20:56:43
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,-1.0,0.015746,0.114,0.885293,0.0,0.0,2026-02-13T07:27:38
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,-1.0,0.041205,0.152448,0.886848,0.0,0.0,2026-02-13T07:27:08
matmul1comm,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,-1.0,0.027926,0.334298,0.125227,0.0,0.0,2025-10-05T12:33:38
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,-1.0,0.26488,0.0,4.192147,0.0,0.0,2026-02-14T20:47:35
