alg,impl,system,nnode,nproc,thread_per_proc,a_rows,a_cols,b_rows,b_cols,p1,p2,p3,gather_a_time,gen_b_time,gather_b_time,local_multiply_time,cpu_gpu_data_move_time,scatter_reduce_time,timestamp
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.021069,1.178667,0.863373,0.0,0.0,2026-02-13T07:45:30
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:11:04
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.642025,0.0,15.713982,0.0,0.0,2026-02-13T07:17:21
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:01
matmul1comm,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-10T06:28:50
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.053713,0.904187,2.294381,0.0,0.0,2026-02-13T07:33:14
matmul,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,50000,2,2,2,0.693532,0.0,0.749539,76.796111,0.0,1.073919,2025-10-06T20:34:47
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.522706,0.0,7.81226,0.0,0.0,2026-02-13T05:07:33
matmul1gen,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.068662,0.0,0.071829,0.0,0.0,2025-10-05T12:40:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.12897,0.0,0.42433,0.0,0.0,2026-02-13T07:32:59
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.019157,0.113933,1.673328,0.0,0.0,2026-02-13T07:25:20
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,0.92974,0.0,26.372159,0.0,0.0,2026-02-06T11:20:11
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.129135,0.281966,0.13669,0.0,0.0,2026-02-13T07:34:57
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.028717,0.803076,8.026148,0.0,0.0,2026-02-13T07:23:18
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.060162,0.0,0.20024,0.0,0.0,2026-02-13T07:36:47
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.084007,0.0,1.679591,0.0,0.0,2026-02-13T07:24:17
matmul,python,perlmutter-cpu,8,64,32,50000,50000,50000,50000,4,4,4,0.5578520979997847,0.0,2.66617054299968,10.006456470000103,0.0,1.5048895590002758,2025-06-25T13:46:32
matmul,cpp,perlmutter-cpu,4,32,32,50000,50000,50000,50000,4,4,2,0.271188,0.0,3.20659,19.533425,0.0,1.008941,2025-06-25T13:54:10
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.55205,0.0,5.763449,0.0,0.0,2026-02-13T06:18:50
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.517796,0.0,5.829391,0.0,0.0,2026-02-13T06:21:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.080026,0.0,0.401537,0.0,0.0,2026-02-13T07:33:59
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.069656,0.887878,4.189623,0.0,0.0,2026-02-13T07:31:44
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.572811,0.0,5.781798,0.0,0.0,2026-02-13T06:17:38
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.684012,0.0,7.991329,0.0,0.0,2026-02-13T07:19:53
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.041383,0.800447,8.046294,0.0,0.0,2026-02-13T07:22:34
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.054919,0.188455,0.248113,0.0,0.0,2026-02-13T07:40:56
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.643055,0.0,7.988325,0.0,0.0,2026-02-13T07:19:07
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.037155,0.090263,1.698897,0.0,0.0,2026-02-13T07:25:06
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.048199,1.01249,1.275589,0.0,0.0,2026-02-13T07:29:50
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.026806,0.178019,0.438709,0.0,0.0,2026-02-13T07:37:03
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.527615,0.0,11.148055,0.0,0.0,2026-02-13T06:54:22
matmul1comm,cpp,perlmutter-cpu,2,8,64,50000,50000,50000,5000,8,1,1,0.0,0.041323,2.580977,6.000216,0.0,0.0,2025-08-10T11:24:08
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.121794,1.051407,0.876938,0.0,0.0,2026-02-13T07:45:12
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,50000,50000,50000,5000,512,1,1,0.0,0.474075,0.0,0.242441,0.0,0.0,2025-08-17T20:39:03
matmul1comm,cpp,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.005378,0.666555,1.143219,0.0,0.0,2025-06-25T14:24:04
matmul1comm,cpp,perlmutter-cpu,16,64,64,50000,50000,50000,5000,64,1,1,0.0,0.005286,0.604483,0.732595,0.0,0.0,2025-08-10T20:31:59
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.23507,0.861534,2.316297,0.0,0.0,2026-02-13T07:35:42
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.035988,0.948678,1.282381,0.0,0.0,2026-02-13T07:30:25
matmul1gen,cpp,perlmutter-gpu,128,512,32,50000,50000,50000,500,512,1,1,0.0,0.056912,0.0,0.069784,0.0,0.0,2025-10-04T06:44:58
matmul1comm,python,perlmutter-cpu,1,8,32,50000,50000,50000,5000,8,1,1,0.0,0.07202729399995178,13.022591589000001,8.144627422999974,0.0,0.0,2025-06-25T14:07:59
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.768483,0.0,0.809569,0.0,0.0,2026-02-13T07:42:14
matmul1comm,cpp,perlmutter-cpu,128,512,64,50000,50000,50000,5000,512,1,1,0.0,0.000596,0.786092,0.235775,0.0,0.0,2025-08-10T20:37:59
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.0933,0.0,1.741804,0.0,0.0,2026-02-13T07:24:24
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.645557,0.0,7.738803,0.0,0.0,2026-02-13T05:08:23
matmul1comm,cpp,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,0.000665,4.2564,4.848173,0.0,0.0,2025-06-20T08:27:41
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.647402,0.0,8.078565,0.0,0.0,2026-02-13T07:18:00
matmul,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,50000,4,4,4,0.283108,0.0,0.204004,0.070729,1.542902,0.211854,2025-08-10T09:21:48
matmul1comm,cpp,perlmutter-gpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.021969,0.039165,0.100421,0.0,0.0,2025-10-05T12:28:06
matmul,python,perlmutter-cpu,2,256,2,50000,50000,50000,50000,8,8,4,0.24238167700013946,0.0,5.523262391999879,37.11552944999994,0.0,1.005560899999864,2025-06-17T04:29:13
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.031271,1.207814,0.880799,0.0,0.0,2026-02-13T07:45:48
matmul1gen,python,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.5938823439998941,0.0,1.2030056000000968,0.0,0.0,2025-06-25T14:24:00
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.097588,0.191519,0.223303,0.0,0.0,2026-02-13T07:40:10
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.673721,0.0,15.979436,0.0,0.0,2026-02-13T07:17:43
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.811768,0.0,2.886826,0.0,0.0,2026-02-13T09:13:08
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:54
matmul1gen,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.088004,0.0,1.514018,0.0,0.0,2025-10-05T12:23:45
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.016116,68.668421,0.078429,0.0,0.0,2026-02-13T07:53:44
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.067461,0.857015,4.26315,0.0,0.0,2026-02-13T07:31:05
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.56225,0.0,5.846458,0.0,0.0,2026-02-13T06:18:13
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.501361,0.0,2.954057,0.0,0.0,2026-02-13T09:16:00
matmul,python,perlmutter-cpu,4,32,32,50000,50000,50000,50000,4,4,2,0.8515016589999505,0.0,4.161358631999974,18.876161733000117,0.0,15.474993185999665,2025-06-25T13:55:17
matmul1gen,cpp,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,2.045153,0.0,4.74541,0.0,0.0,2025-06-20T08:30:06
matmul1gen,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,0.022033,0.0,0.026475,0.0,0.0,2025-10-05T12:33:46
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.826694,0.0,0.862878,0.0,0.0,2026-02-13T07:41:56
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.083139,0.0,1.674041,0.0,0.0,2026-02-13T07:23:56
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.180205,0.0,0.199438,0.0,0.0,2026-02-13T07:36:31
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.016605,1.060911,1.295856,0.0,0.0,2026-02-13T07:27:51
matmul1comm,cpp,perlmutter-cpu,2,16,32,50000,50000,50000,5000,16,1,1,0.0,0.020625,2.150827,4.312539,0.0,0.0,2025-06-25T14:10:24
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.015746,0.114,0.885293,0.0,0.0,2026-02-13T07:27:38
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.041205,0.152448,0.886848,0.0,0.0,2026-02-13T07:27:08
matmul1comm,cpp,perlmutter-gpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.027926,0.334298,0.125227,0.0,0.0,2025-10-05T12:33:38
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.216973,0.0,0.061502,0.0,0.0,2026-02-13T07:48:37
matmul1gen,cpp,perlmutter-cpu,16,64,64,50000,50000,50000,5000,64,1,1,0.0,0.467231,0.0,0.817099,0.0,0.0,2025-08-10T20:31:57
matmul,python,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,50000,2,2,1,0.6009284490000937,0.0,9.192878882999821,148.518414505,0.0,15.237141766999912,2025-10-07T07:31:47
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.097387,0.277636,0.14851,0.0,0.0,2026-02-13T07:35:28
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.499298,0.0,10.96095,0.0,0.0,2026-02-13T06:59:38
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.086922,0.815152,15.554244,0.0,0.0,2026-02-13T07:21:22
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.534526,0.0,7.491675,0.0,0.0,2026-02-13T05:05:54
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.444926,0.0,7.500276,0.0,0.0,2026-02-13T05:10:02
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:20:58
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.092124,0.936262,2.339893,0.0,0.0,2026-02-13T07:34:28
matmul1gen,cpp,perlmutter-cpu,8,1024,2,50000,50000,50000,5000,1024,1,1,0.0,1.994273,0.0,3.225576,0.0,0.0,2025-06-20T08:30:50
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.020832,0.318144,0.128291,0.0,0.0,2026-02-13T07:33:54
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:49
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.018312,0.994794,1.306294,0.0,0.0,2026-02-13T07:28:59
matmul,python,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,50000,4,4,4,1.1093890289998853,0.0,0.6127756070000032,10.060834853000188,0.0,2.895328176000021,2025-10-07T07:18:27
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.06873,0.234899,0.433982,0.0,0.0,2026-02-13T07:37:49
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,2,2,1,0.545527,0.0,0.139056,16.437364,0.0,0.291723,2025-08-26T07:09:21
matmul,python,perlmutter-cpu,4,512,2,50000,50000,50000,50000,8,8,8,0.46450538499993854,0.0,5.449152973999844,18.765186812000138,0.0,0.6747224060000008,2025-06-17T04:27:48
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.807946,0.0,15.838906,0.0,0.0,2026-02-13T07:16:37
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.066071,0.0,0.899682,0.0,0.0,2026-02-13T07:24:55
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.091,0.0,0.073883,0.0,0.0,2026-02-13T07:47:34
matmul1comm,cpp,perlmutter-cpu,4,16,64,50000,50000,50000,5000,16,1,1,0.0,0.020617,2.527157,2.551283,0.0,0.0,2025-08-10T11:22:26
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.233211,0.0,2.228648,0.0,0.0,2025-10-05T12:15:14
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.487434,0.0,11.092009,0.0,0.0,2026-02-13T06:56:59
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.014656,0.220411,0.44182,0.0,0.0,2026-02-13T07:37:33
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.678773,0.0,2.966504,0.0,0.0,2026-02-13T09:12:33
matmul,cpp,perlmutter-cpu,1,8,32,50000,50000,50000,50000,2,2,2,1.109744,0.0,2.302108,75.87813,0.0,0.906112,2025-06-25T14:00:34
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.772168,0.0,2.938596,0.0,0.0,2026-02-13T09:17:45
matmul,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,50000,8,8,4,0.062047,0.0,0.111867,2.62763,0.0,0.176143,2025-08-17T12:46:05
matmul,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,5000,4,4,2,0.031797,0.0,0.138347,0.038254,0.0,0.345243,2025-08-26T13:31:51
matmul1gen,python,perlmutter-cpu,1,128,2,50000,50000,50000,5000,128,1,1,0.0,1.6704073640000843,0.0,8.883678086999907,0.0,0.0,2025-06-18T05:29:09
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.649378,0.0,15.830488,0.0,0.0,2026-02-13T07:16:59
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.052506,0.763476,0.607932,0.0,0.0,2025-10-05T12:27:06
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.086289,0.0,0.145204,0.0,0.0,2026-02-13T07:31:23
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.041951,0.852519,15.625498,0.0,0.0,2026-02-13T07:21:00
matmul,cpp,perlmutter-cpu,2,256,2,50000,50000,50000,50000,8,8,4,0.505249,0.0,5.400064,37.672206,0.0,2.119107,2025-06-17T04:21:50
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.028508,0.093241,1.6756,0.0,0.0,2026-02-13T07:25:41
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.717131,0.0,1.267254,0.0,0.0,2026-02-13T07:26:43
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.167505,0.102159,0.216645,0.0,0.0,2026-02-13T07:39:06
matmul1gen,python,perlmutter-cpu,1,8,32,50000,50000,50000,5000,8,1,1,0.0,0.5666455140000153,0.0,7.178983922999976,0.0,0.0,2025-06-25T14:05:33
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.042073,0.211115,0.898358,0.0,0.0,2026-02-13T07:28:07
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.075081,0.0,1.760458,0.0,0.0,2026-02-13T07:24:31
matmul1comm,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.018864,0.829714,0.299418,0.0,0.0,2025-10-05T12:38:58
matmul1comm,cpp,perlmutter-gpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.040415,0.263557,0.074142,0.0,0.0,2025-10-05T12:41:40
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.089734,0.0,0.891101,0.0,0.0,2026-02-13T07:26:09
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.816341,0.0,0.812425,0.0,0.0,2026-02-13T07:41:39
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,500,256,1,1,0.0,0.054584,0.0,0.065422,0.0,0.0,2025-10-05T12:39:05
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.553529,0.0,5.608647,0.0,0.0,2026-02-13T06:22:29
matmul1comm,python,perlmutter-cpu,2,256,2,50000,50000,50000,5000,256,1,1,0.0,0.003377028999693721,4.739768260999881,5.773154543000146,0.0,0.0,2025-06-18T05:54:36
matmul,cpp,perlmutter-cpu,8,1024,2,50000,50000,50000,50000,16,8,8,0.275583,0.0,5.662503,9.912575,0.0,0.433206,2025-06-17T04:26:38
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.028076,0.848889,8.013611,0.0,0.0,2026-02-13T07:22:56
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.051554,0.9017,4.26793,0.0,0.0,2026-02-13T07:32:44
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.21095,0.121799,0.215595,0.0,0.0,2026-02-13T07:41:14
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.065158,0.0,0.449684,0.0,0.0,2025-10-05T12:15:35
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:11:29
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.06122,1.017606,2.273533,0.0,0.0,2026-02-13T07:33:33
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.178206,0.0,0.048637,0.0,0.0,2026-02-13T07:49:40
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.079076,0.0,0.900084,0.0,0.0,2026-02-13T07:25:09
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.021532,0.734675,1.152764,0.0,0.0,2025-10-05T12:25:18
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.076891,0.910273,4.16921,0.0,0.0,2026-02-13T07:31:25
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.084602,0.262804,28.687184,0.0,0.0,2026-02-06T06:30:41
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.67433,0.0,2.310934,0.0,0.0,2026-02-13T07:31:11
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.630308,0.0,2.280634,0.0,0.0,2026-02-13T07:30:37
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.101782,0.0,0.886,0.0,0.0,2026-02-13T07:26:53
matmul,cpp,perlmutter-cpu,2,16,32,50000,50000,50000,50000,4,2,2,0.550966,0.0,5.436125,38.198933,0.0,0.774843,2025-06-25T13:56:32
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.022174,0.146217,1.698457,0.0,0.0,2026-02-13T07:25:56
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.039198,0.0,1.725436,0.0,0.0,2025-10-05T12:06:02
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.061587,0.0,0.212573,0.0,0.0,2026-02-13T07:37:01
matmul1gen,cpp,perlmutter-cpu,1,128,2,50000,50000,50000,5000,128,1,1,0.0,1.963973,0.0,8.83019,0.0,0.0,2025-06-20T08:09:11
matmul1comm,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.029882,0.31895,0.203455,0.0,0.0,2025-10-05T12:27:49
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.01662,0.961534,2.276411,0.0,0.0,2026-02-13T07:33:51
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:37
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.718605,0.0,4.238757,0.0,0.0,2026-02-13T07:28:13
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.160625,0.0,0.197462,0.0,0.0,2026-02-13T07:37:47
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.061458,1.019342,0.877396,0.0,0.0,2026-02-13T07:44:54
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.052847,0.479875,17.514772,0.0,0.0,2025-10-05T12:05:55
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.204599,0.0,28.747795,0.0,0.0,2026-02-06T06:30:03
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.195759,0.950447,0.885475,0.0,0.0,2026-02-13T07:44:18
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.017283,0.099122,0.890746,0.0,0.0,2026-02-13T07:28:52
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.139283,1.034904,2.281867,0.0,0.0,2026-02-13T07:36:00
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.165848,0.121664,0.45387,0.0,0.0,2026-02-13T07:35:30
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.018321,0.128757,0.463098,0.0,0.0,2025-10-05T12:15:42
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.646166,0.0,8.05255,0.0,0.0,2026-02-13T07:18:22
matmul1comm,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,500,256,1,1,0.0,0.041372,0.26623,0.047566,0.0,0.0,2025-10-05T12:39:12
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.751249,0.0,2.311802,0.0,0.0,2026-02-13T07:30:19
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.513278,0.0,7.488906,0.0,0.0,2026-02-13T05:06:44
