alg,impl,system,nnode,nproc,thread_per_proc,a_rows,a_cols,b_rows,b_cols,p1,p2,p3,gather_a_time,gen_b_time,gather_b_time,local_multiply_time,cpu_gpu_data_move_time,scatter_reduce_time,timestamp
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.667878,0.0,2.324953,0.0,0.0,2026-02-13T07:30:54
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.512404,0.0,5.71617,0.0,0.0,2026-02-13T06:19:24
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.154037,0.0,0.133361,0.0,0.0,2026-02-13T07:32:22
matmul,python,perlmutter-cpu,1,128,2,50000,50000,50000,50000,8,4,4,0.3173119910002242,0.0,2.74391137900011,73.59881679599994,0.0,1.3534620109999196,2025-06-17T04:31:30
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.705611,0.0,0.903147,0.0,0.0,2026-02-13T07:43:42
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.064063,0.87395,4.149547,0.0,0.0,2026-02-13T07:30:27
matmul1comm,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-06T19:14:52
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.111515,0.258588,0.135464,0.0,0.0,2026-02-13T07:34:25
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.803892,0.0,0.835337,0.0,0.0,2026-02-13T07:44:00
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.054786,0.870431,15.87232,0.0,0.0,2026-02-13T07:21:44
matmul1comm,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,0.05473,3.147098,25.218396,0.0,0.0,2026-02-06T11:21:04
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,50000,8,4,4,0.144334,0.0,0.206736,5.19841,0.0,0.132784,2025-10-06T22:13:36
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:10:41
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.300331,0.0,0.190905,0.0,0.0,2026-02-13T07:36:16
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:26
matmul1gen,cpp,perlmutter-gpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-12T02:44:35
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.028034,0.833912,15.846908,0.0,0.0,2026-02-13T07:22:51
matmul1comm,python,perlmutter-cpu,8,1024,2,50000,50000,50000,5000,1024,1,1,0.0,0.0015382030001092062,19.52782990300011,3.2231811130000096,0.0,0.0,2025-06-18T05:54:34
matmul1gen,python,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,2.0878703040000346,0.0,4.68252156199992,0.0,0.0,2025-06-18T05:31:06
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.1351,0.0,0.048569,0.0,0.0,2026-02-13T07:47:18
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.647905,0.0,4.168914,0.0,0.0,2026-02-13T07:27:16
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.055932,0.939266,15.706044,0.0,0.0,2026-02-13T07:20:16
matmul1comm,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.025634,0.131062,1.475078,0.0,0.0,2025-10-05T12:23:54
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.047235,0.0,0.40393,0.0,0.0,2026-02-13T07:33:14
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.044161,0.910917,4.060678,0.0,0.0,2026-02-13T07:29:49
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.479633,0.0,10.970664,0.0,0.0,2026-02-13T06:58:59
matmul,python,perlmutter-cpu,1,8,32,50000,50000,50000,50000,2,2,2,4.466118314000013,0.0,7.344502832000018,71.922274604,0.0,17.659670476000002,2025-06-25T14:03:48
matmul1gen,cpp,perlmutter-cpu,64,256,64,50000,50000,50000,5000,256,1,1,0.0,0.466448,0.0,0.333179,0.0,0.0,2025-08-10T20:36:49
matmul1comm,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.040343,0.127133,0.175882,0.0,0.0,2025-10-05T12:24:09
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.666141,0.0,5.790124,0.0,0.0,2026-02-13T06:23:06
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.022471,0.122487,0.88491,0.0,0.0,2026-02-13T07:27:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.198804,0.0,0.416234,0.0,0.0,2026-02-13T07:33:29
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.015301,0.271841,0.128221,0.0,0.0,2026-02-13T07:33:23
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.082769,0.0,0.142462,0.0,0.0,2026-02-13T07:31:38
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.649812,0.0,15.775561,0.0,0.0,2026-02-13T07:19:32
matmul1gen,cpp,perlmutter-cpu,1,4,64,50000,50000,50000,5000,4,1,1,0.0,0.464936,0.0,13.546906,0.0,0.0,2025-08-10T11:24:11
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.623517,0.0,1.030587,0.0,0.0,2026-02-13T07:42:49
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.945016,0.0,4.151042,0.0,0.0,2026-02-13T07:26:37
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.228753,0.0,0.315751,0.0,0.0,2025-10-05T12:38:49
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:11:53
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.021091,0.190835,0.204434,0.0,0.0,2026-02-13T07:39:23
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.136243,1.054473,0.856938,0.0,0.0,2026-02-13T07:46:44
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.693793,0.0,4.207951,0.0,0.0,2026-02-13T07:28:52
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,50000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-23T08:43:19
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.027161,0.100898,1.676333,0.0,0.0,2026-02-13T07:24:52
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.699446,0.0,3.035238,0.0,0.0,2026-02-13T09:13:42
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.047248,0.844185,4.181452,0.0,0.0,2026-02-13T07:30:47
matmul1comm,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.029174,0.278804,0.384761,0.0,0.0,2025-10-05T12:27:49
matmul,cpp,perlmutter-cpu,8,32,64,50000,50000,50000,50000,4,4,2,0.275051,0.0,2.671343,10.27193,0.0,1.711666,2025-08-10T10:48:30
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.082355,0.0,1.705356,0.0,0.0,2026-02-13T07:23:49
matmul1comm,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.045425,0.117984,0.063302,0.0,0.0,2025-10-05T12:28:04
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.097579,0.0,0.143102,0.0,0.0,2026-02-13T07:31:53
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:30
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.034086,0.816359,8.034213,0.0,0.0,2026-02-13T07:23:41
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,0.040581,0.213296,0.066969,0.0,0.0,2025-10-05T12:27:22
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.689121,0.0,8.045436,0.0,0.0,2026-02-13T07:17:15
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:20:16
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.717025,0.0,4.12475,0.0,0.0,2026-02-13T07:29:29
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.599819,0.0,10.884264,0.0,0.0,2026-02-13T06:57:38
matmul1gen,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,0.136716,0.0,0.029298,0.0,0.0,2025-10-05T12:27:57
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.084527,0.0,1.694236,0.0,0.0,2026-02-13T07:24:10
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.043394,0.812589,15.722438,0.0,0.0,2026-02-13T07:22:06
matmul1comm,python,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.009324574999936885,1.8423465519999809,1.1371866409999711,0.0,0.0,2025-06-25T14:24:16
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.749488,0.0,7.410858,0.0,0.0,2026-02-13T05:04:16
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:01
matmul1gen,cpp,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.466574,0.0,1.281521,0.0,0.0,2025-06-25T14:23:46
matmul,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-23T09:12:37
matmul1comm,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.032125,0.38189,0.054913,0.0,0.0,2025-10-05T12:41:00
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.170473,0.0,0.131159,0.0,0.0,2026-02-13T07:32:07
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.753544,0.0,2.270446,0.0,0.0,2026-02-13T07:32:56
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.06806,0.589089,2.229908,0.0,0.0,2025-10-05T12:15:23
matmul,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,50000,8,8,4,0.071639,0.0,0.104419,0.04844,0.608669,0.156013,2025-08-10T09:23:02
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.377389,0.0,7.493251,0.0,0.0,2026-02-13T05:10:53
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.66426,0.0,2.847185,0.0,0.0,2026-02-13T09:16:35
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.248464,0.0,0.067986,0.0,0.0,2026-02-13T07:47:50
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.133625,0.127515,0.225744,0.0,0.0,2026-02-13T07:40:41
matmul,cpp,perlmutter-gpu,32,128,32,50000,50000,50000,50000,8,4,4,0.146537,0.0,0.200606,0.048768,0.980686,0.142955,2025-08-10T09:23:02
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.133852,64.278561,0.080515,0.0,0.0,2026-02-13T07:52:19
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.195669,0.0,0.385012,0.0,0.0,2026-02-13T07:34:29
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.019623,0.096998,1.692614,0.0,0.0,2026-02-13T07:25:27
matmul1comm,cpp,perlmutter-cpu,64,256,64,50000,50000,50000,5000,256,1,1,0.0,0.001256,0.776168,0.318173,0.0,0.0,2025-08-10T20:36:51
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.645193,0.0,1.263233,0.0,0.0,2026-02-13T07:27:34
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.021273,0.247022,0.12386,0.0,0.0,2026-02-13T07:33:08
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.017009,1.121969,1.273331,0.0,0.0,2026-02-13T07:30:08
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:13:36
matmul1gen,cpp,perlmutter-cpu,2,256,2,50000,50000,50000,5000,256,1,1,0.0,1.892943,0.0,5.719281,0.0,0.0,2025-06-20T08:30:30
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.094925,0.092688,0.884555,0.0,0.0,2026-02-13T07:28:22
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.161307,0.0,0.048795,0.0,0.0,2026-02-13T07:48:06
matmul1gen,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,500,256,1,1,0.0,0.015838,0.0,0.024699,0.0,0.0,2025-10-05T12:41:07
matmul1comm,cpp,perlmutter-cpu,8,1024,2,50000,50000,50000,5000,1024,1,1,0.0,0.00032,4.687478,3.212162,0.0,0.0,2025-06-20T08:29:13
matmul,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,50000,4,2,2,0.341726,0.0,0.804486,0.038067,5.439062,0.744064,2025-08-10T09:11:42
matmul1comm,python,perlmutter-cpu,2,16,32,50000,50000,50000,5000,16,1,1,0.0,0.03670614999998634,6.404994458000033,4.298915449999981,0.0,0.0,2025-06-25T14:11:01
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.166719,0.0,0.048343,0.0,0.0,2026-02-13T07:48:22
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.019919,0.134845,0.870982,0.0,0.0,2025-10-05T12:05:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.700344,0.0,4.176003,0.0,0.0,2026-02-13T07:29:10
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.020004,1.105362,2.325859,0.0,0.0,2026-02-13T07:35:24
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.022564,0.875061,8.039977,0.0,0.0,2026-02-13T07:22:11
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.526767,0.0,2.951414,0.0,0.0,2026-02-13T09:14:17
matmul1comm,cpp,perlmutter-cpu,1,4,64,50000,50000,50000,5000,4,1,1,0.0,0.082574,1.005223,13.25336,0.0,0.0,2025-08-10T11:24:27
matmul1comm,cpp,perlmutter-gpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.044602,0.173747,0.744079,0.0,0.0,2025-10-05T12:27:50
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.755709,0.0,0.862573,0.0,0.0,2026-02-13T07:43:07
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.162444,0.0,0.069647,0.0,0.0,2026-02-13T07:48:53
matmul1gen,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.028435,0.0,0.130679,0.0,0.0,2025-10-05T12:24:01
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.099453,0.804474,7.996989,0.0,0.0,2026-02-13T07:21:47
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.639988,0.0,8.066596,0.0,0.0,2026-02-13T07:17:38
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.658599,0.0,2.288235,0.0,0.0,2026-02-13T07:32:39
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.029697,0.104403,1.675113,0.0,0.0,2026-02-13T07:25:34
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.044049,0.84834,8.055767,0.0,0.0,2026-02-13T07:21:24
matmul1comm,cpp,perlmutter-cpu,2,256,2,50000,50000,50000,5000,256,1,1,0.0,0.001403,2.763346,5.819928,0.0,0.0,2025-06-20T08:27:00
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.717602,0.0,2.254381,0.0,0.0,2026-02-13T07:32:21
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.016477,1.047699,1.294341,0.0,0.0,2026-02-13T07:28:42
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.653087,0.0,11.038874,0.0,0.0,2026-02-13T06:55:41
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.090122,0.851845,4.29103,0.0,0.0,2026-02-13T07:32:04
matmul1gen,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.019117,0.0,0.033532,0.0,0.0,2025-10-05T12:27:57
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.044644,0.093807,1.698554,0.0,0.0,2025-10-05T12:06:08
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.187537,0.0,0.190316,0.0,0.0,2026-02-13T07:37:32
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,0.087983,0.0,0.131179,0.0,0.0,2025-10-05T12:25:25
matmul,python,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,50000,2,2,2,0.7025775550000617,0.0,0.7516375689999677,74.16613771099992,0.0,6.542773152000109,2025-10-07T07:29:12
matmul,cpp,perlmutter-cpu,64,256,64,50000,50000,50000,50000,8,8,4,0.158889,0.0,0.80357,1.57276,0.0,0.460319,2025-08-10T14:39:59
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.018662,0.092656,1.683571,0.0,0.0,2026-02-13T07:24:59
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.508966,0.0,5.673515,0.0,0.0,2026-02-13T06:21:15
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.687546,0.0,7.97716,0.0,0.0,2026-02-13T07:20:16
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.489168,0.0,5.68336,0.0,0.0,2026-02-13T06:20:37
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.469357,0.0,7.311174,0.0,0.0,2026-02-13T05:09:13
matmul,python,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,50000,4,2,2,0.9212985949998256,0.0,3.7459097220000785,37.824118421000094,0.0,3.0142377510001097,2025-10-07T07:27:53
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.040672,1.03689,2.326363,0.0,0.0,2026-02-13T07:34:46
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.133654,0.0,0.871292,0.0,0.0,2026-02-13T07:25:54
matmul1gen,cpp,perlmutter-cpu,4,16,64,50000,50000,50000,5000,16,1,1,0.0,0.467075,0.0,3.084189,0.0,0.0,2025-08-10T11:22:18
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.676398,0.0,10.853217,0.0,0.0,2026-02-13T06:58:17
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.064426,0.174658,0.439413,0.0,0.0,2026-02-13T07:35:45
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.133917,0.091407,0.88701,0.0,0.0,2026-02-13T07:27:23
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,0.052885,0.152747,0.264887,0.0,0.0,2025-10-05T12:15:38
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.03062,1.15241,0.881473,0.0,0.0,2026-02-13T07:46:26
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.359024,0.0,8.159128,0.0,0.0,2025-10-05T12:05:23
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.017001,1.219862,0.875515,0.0,0.0,2026-02-13T07:44:36
matmul1gen,python,perlmutter-cpu,4,32,32,50000,50000,50000,5000,32,1,1,0.0,0.579849070000023,0.0,2.1542599350000273,0.0,0.0,2025-06-25T14:11:35
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.04983,0.80478,8.046036,0.0,0.0,2026-02-13T07:21:02
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.585019,0.0,11.046692,0.0,0.0,2026-02-13T06:53:43
matmul,cpp,perlmutter-cpu,1,128,2,50000,50000,50000,50000,8,4,4,0.939322,0.0,2.138194,73.781093,0.0,1.756308,2025-06-17T04:23:26
matmul1comm,cpp,perlmutter-cpu,1,128,2,50000,50000,50000,5000,128,1,1,0.0,0.002978,2.766824,8.742363,0.0,0.0,2025-06-20T08:22:13
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.609968,0.0,4.209058,0.0,0.0,2026-02-13T07:27:35
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.079854,0.592985,4.235139,0.0,0.0,2025-10-05T12:15:27
matmul1gen,cpp,perlmutter-cpu,8,32,64,50000,50000,50000,5000,32,1,1,0.0,0.46555,0.0,1.312468,0.0,0.0,2025-08-10T11:32:20
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.365421,0.0,1.703168,0.0,0.0,2026-02-13T07:24:38
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.171105,0.267309,0.211439,0.0,0.0,2026-02-13T07:39:38
matmul,cpp,perlmutter-gpu,32,128,32,50000,50000,50000,5000,8,4,4,0.077655,0.0,0.074159,0.044777,0.0,0.079603,2025-08-26T13:57:55
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.265765,0.0,1.152936,0.0,0.0,2025-10-05T12:25:09
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:20:28
matmul,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,50000,4,2,2,0.33665,0.0,0.785672,38.377219,0.0,0.842352,2026-01-23T08:27:50
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.635674,0.0,8.111216,0.0,0.0,2026-02-13T07:20:38
matmul1gen,cpp,perlmutter-gpu,128,512,32,50000,50000,50000,5000,512,1,1,0.0,0.097712,0.0,0.065312,0.0,0.0,2025-10-04T06:43:03
matmul1gen,cpp,perlmutter-gpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.029427,0.0,0.064938,0.0,0.0,2025-10-05T12:27:58
matmul,cpp,perlmutter-cpu,128,512,64,50000,50000,50000,50000,8,8,8,0.323694,0.0,0.427955,0.894542,0.0,0.265441,2025-08-10T15:22:38
matmul1gen,python,perlmutter-cpu,8,1024,2,50000,50000,50000,5000,1024,1,1,0.0,2.0688078429998313,0.0,3.1235016309997263,0.0,0.0,2025-06-18T05:37:52
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,5000,256,1,1,0.0,0.081175,1.002228,1.296383,0.0,0.0,2026-02-13T07:29:33
