alg,impl,system,nnode,nproc,nthread,n,r,matmul1p1,matmul1p2,matmul1p3,matmul2p1,matmul2p2,matmul2p3,total_time,gen_omega_time,dgemm1_time,dgemm2_time,all2all_time,reduce_scatter_time,reduce_scatter_1_time,reduce_scatter_2_time,unpack_time,pack_time
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.375044,0.093981,0.032159,0.008307,0.112303,0.0,0.0,0.0,0.073614,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,4,1,1,2.003713,0.044625,1.555976,0.189973,0.0,0.154141,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,16,1,1,0.316767,0.06163,0.066334,0.001387,0.0,0.099058,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,16,8,1,1,128,1,1.733899,0.089329,0.074675,0.005596,0.0,0.0,0.000935,1.39971,0.0,0.03814
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.235129,0.080155,0.031794,0.000793,0.0,2.011925,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,16,8,1,1,128,1,0.272989,0.112301,0.114984,0.021496,0.0,0.0,0.000907,0.00976,0.0,0.003316
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,1,1,128,1.278744,0.316694,0.700285,0.2201,0.018818,0.0,0.0,0.0,0.003772,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.222119,0.067474,0.064178,0.005925,0.032388,0.0,0.0,0.0,0.010861,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,1.208022,0.094623,0.119631,0.012368,0.0,0.0,0.001025,0.765848,0.0,0.02269
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,8,4,1,1,32,1,2.824344,0.289143,2.15655,0.270986,0.0,0.0,0.01058,0.043118,0.0,0.038063
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,2,2,1,1,4,1,4.202131,0.016698,1.834001,0.0372,0.0,0.0,0.007441,0.001365,0.0,0.015918
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,4,4,1,1,16,1,0.383737,0.038266,0.065016,0.001395,0.0,0.0,0.000891,0.153092,0.0,0.086138
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,2,2,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,16,8,1,1,128,1,1.815786,0.093933,0.074006,0.005576,0.0,0.0,0.000935,1.459507,0.0,0.045081
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,256,1,1,2.988803,0.08506,0.05981,0.003745,0.0,2.688842,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,16,8,1,1,128,1,1.500464,0.086678,0.03259,0.000831,0.0,0.0,0.000838,1.216389,0.0,0.040848
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.167278,0.03865,0.102477,0.003334,0.0,0.009518,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,1,1,512,0.44554,0.079945,0.034872,0.011285,0.028608,0.0,0.0,0.0,0.153365,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,5.705695,0.097817,0.050063,0.003487,0.0,5.470685,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,32,1,1,0.575721,0.094027,0.214985,0.025002,0.0,0.187831,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.20326,0.048867,0.10143,0.00346,0.0,0.009353,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,64,1,1,0.858861,0.089918,0.037056,0.000918,0.0,0.639468,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,1,1,128,0.40116,0.089385,0.081868,0.007981,0.056034,0.0,0.0,0.0,0.037318,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,1,1,512,0.459155,0.075195,0.034683,0.001303,0.020595,0.0,0.0,0.0,0.162053,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,128,1,1,0.299628,0.126442,0.143563,0.008893,0.0,0.011161,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,512,1,1,2.020039,0.489644,0.54873,0.124919,0.0,0.820675,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,64,1,1,0.810824,0.081399,0.129032,0.01055,0.0,0.471985,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,1,1,16,0.564018,0.070619,0.396623,0.037893,0.029249,0.0,0.0,0.0,0.013582,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.840646,0.064589,0.210525,0.019978,0.0,0.0,0.001197,0.403993,0.0,0.021572
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.622786,0.117084,0.477735,0.008421,0.0,0.0,0.003285,0.00133,0.0,0.009792
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,1,1,512,1.57398,0.486761,0.532517,0.465111,0.040669,0.0,0.0,0.0,0.018386,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,16,16,1,1,256,1,2.417847,0.143158,0.031269,0.000828,0.0,0.0,0.000803,1.902754,0.0,0.07443
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,500,512,1,1,1,1,512,0.3903,0.050502,0.173834,0.056141,0.054462,0.0,0.0,0.0,0.03418,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,2,2,1,1,4,1,4.192546,0.017128,1.81538,0.033854,0.0,0.0,0.007641,0.001193,0.0,0.016086
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,1.045754,0.319005,0.380758,0.085622,0.0,0.0,0.004356,0.21379,0.0,0.025058
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,1,1,4,22.821499,0.163735,17.756707,2.382829,0.130977,0.0,0.0,0.0,0.050741,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.404774,0.073399,0.129063,0.015086,0.066658,0.0,0.0,0.0,0.018415,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,4,4,1,1,16,1,0.694844,0.053753,0.393333,0.038167,0.0,0.0,0.001557,0.125823,0.0,0.019321
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,128,1,1,1.533418,0.077268,0.033191,0.000823,0.0,1.348863,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,1,1,32,2.86677,0.2955,2.2695,0.256176,0.019815,0.0,0.0,0.0,0.009384,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,4,2,1,1,8,1,1.115467,0.075557,0.769525,0.096752,0.0,0.0,0.002311,0.131894,0.0,0.014191
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,4,1,1,0.274074,0.046131,0.177375,0.004296,0.0,0.026073,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,1,1,256,1.04189,0.288581,0.406945,0.299229,0.019485,0.0,0.0,0.0,0.007883,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.179626,0.038967,0.101534,0.003448,0.0,0.009532,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,1,1,256,0.400939,0.099474,0.059678,0.000268,0.07648,0.0,0.0,0.0,0.133099,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.897574,0.081114,0.397044,0.038151,0.0,0.263166,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,1,1,32,0.460486,0.1214,0.287439,0.027613,0.004647,0.0,0.0,0.0,0.002973,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,5.922304,0.081404,0.050065,0.0035,0.0,5.696314,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,2,2,1,1,4,1,20.539237,0.245005,16.220734,1.689311,0.0,0.0,0.058565,0.044496,0.0,0.131597
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,16,1,1,0.617461,0.104915,0.481294,0.024898,0.0,0.001396,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,32,1,1,2.894901,0.25059,2.277966,0.303034,0.0,0.048848,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.779632,0.299975,1.216943,0.189726,0.0,0.057816,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,1,1,8,0.253602,0.077261,0.102545,0.005471,0.005982,0.0,0.0,0.0,0.009008,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.17536,0.29307,0.633585,0.143901,0.0,0.0,0.003662,0.060538,0.0,0.022052
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,8,1,1,1.130948,0.046273,0.757516,0.096685,0.0,0.181756,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,8,8,1,1,64,1,1.671093,0.257286,1.11868,0.170289,0.0,0.0,0.006178,0.050479,0.0,0.051712
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,128,1,1,0.265878,0.128075,0.099162,0.018242,0.0,0.010078,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,4,4,1,1,16,1,0.235124,0.07576,0.065485,0.001436,0.0,0.0,0.000895,0.016614,0.0,0.02424
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,16,16,1,1,256,1,0.320108,0.188234,0.074309,0.008911,0.0,0.0,0.000504,0.034075,0.0,0.005131
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.365358,0.24445,8.114704,0.919594,0.04618,0.0,0.0,0.0,0.029221,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,16,16,1,1,256,1,3.022793,0.090933,0.051814,0.005246,0.0,0.0,0.001221,2.715861,0.0,0.079452
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.400133,0.170422,0.194533,0.021663,0.006568,0.0,0.0,0.0,0.003608,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,128,1,1,1.792184,0.084028,0.082009,0.007249,0.0,1.447498,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,1,1,8,0.304472,0.039489,0.103276,0.005516,0.036261,0.0,0.0,0.0,0.010784,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,512,1,1,2.099688,0.487769,0.615217,0.141368,0.0,0.826371,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.038069,0.111898,0.882366,0.024757,0.0,0.0,0.00411,0.001341,0.0,0.009509
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,16,16,1,1,256,1,0.293483,0.137392,0.075754,0.006695,0.0,0.0,0.000501,0.064928,0.0,0.003341
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.745967,0.296309,1.182301,0.188291,0.0,0.063598,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,16,1,1,0.246143,0.087987,0.064833,0.001397,0.0,0.015616,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.175246,0.283208,0.630102,0.11152,0.0,0.0,0.003664,0.086385,0.0,0.040168
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,1,1,256,0.396052,0.169326,0.097619,0.064735,0.038237,0.0,0.0,0.0,0.011633,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,32,1,1,0.383446,0.09638,0.267765,0.015962,0.0,0.002048,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.73056,0.260628,1.2227,0.212717,0.015562,0.0,0.0,0.0,0.006402,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,1,1,32,0.449826,0.112252,0.294796,0.027306,0.005567,0.0,0.0,0.0,0.002982,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,8,1,1,9.240267,0.234351,8.078949,0.862547,0.0,0.050884,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.363548,0.238053,8.106605,0.93185,0.04596,0.0,0.0,0.0,0.030181,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,8,4,1,1,32,1,0.421215,0.122624,0.268189,0.015653,0.0,0.0,0.002546,0.001795,0.0,0.004927
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,8,1,1,1.037426,0.049332,0.757591,0.096367,0.0,0.128583,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,1,1,4,22.739601,0.162922,17.734498,2.325338,0.128156,0.0,0.0,0.0,0.051492,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,256,1,1,2.982077,0.086973,0.059279,0.003738,0.0,2.711769,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,1,1,4,0.411349,0.085348,0.198716,0.003561,0.039756,0.0,0.0,0.0,0.031726,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,16,1,1,1,1,16,5.066384,0.231971,4.339829,0.442803,0.025603,0.0,0.0,0.0,0.015677,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.205484,0.101558,1.700639,0.027735,0.0,0.001381,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.837242,0.08961,0.396545,0.038081,0.0,0.182,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,1,1,32,2.870557,0.2947,2.259845,0.272942,0.020752,0.0,0.0,0.0,0.010172,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.295852,0.082333,0.037156,0.006116,0.046911,0.0,0.0,0.0,0.028642,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,16,16,1,1,256,1,0.303035,0.168263,0.079935,0.008315,0.0,0.0,0.000508,0.034643,0.0,0.003006
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,4,2,1,1,8,1,10.423566,0.225933,9.131049,0.901019,0.0,0.0,0.030706,0.055321,0.0,0.071056
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,1,1,32,2.814199,0.243218,2.257009,0.262988,0.02049,0.0,0.0,0.0,0.010532,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,2,2,1,1,4,1,2.050287,0.059405,1.513434,0.189708,0.0,0.0,0.02947,0.166015,0.0,0.044178
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.734214,0.285776,1.189474,0.178423,0.0,0.064925,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,4,2,1,1,8,1,10.459483,0.263262,9.105288,0.925989,0.0,0.0,0.030647,0.056422,0.0,0.064793
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,8,1,1,8,1,1,1.094512,0.134867,0.922102,0.029798,0.0,0.001614,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,16,1,1,0.738803,0.192448,0.514627,0.02316,0.0,0.001779,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,5.845504,0.079162,0.050461,0.003501,0.0,5.560448,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,8,4,1,1,32,1,2.816229,0.299692,2.126472,0.262733,0.0,0.0,0.01053,0.044236,0.0,0.058069
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,4,2,1,1,8,1,0.216951,0.034919,0.102262,0.003593,0.0,0.0,0.000951,0.023725,0.0,0.0113
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,0.978114,0.284289,0.356598,0.092132,0.0,0.0,0.005162,0.196013,0.0,0.024067
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,1.036578,0.291918,0.362553,0.096633,0.0,0.0,0.002762,0.239078,0.0,0.025152
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,1,1,32,2.809379,0.259786,2.24013,0.265719,0.020266,0.0,0.0,0.0,0.009598,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.341199,0.115381,0.122173,0.017788,0.0,0.07605,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,8,8,1,1,64,1,0.949536,0.078152,0.037049,0.000912,0.0,0.0,0.000838,0.759249,0.0,0.022823
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.770106,0.32169,1.1912,0.177849,0.0,0.064389,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,256,1,1,0.348389,0.140115,0.13691,0.026588,0.0,0.035013,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.372698,0.135739,0.173365,0.045113,0.006598,0.0,0.0,0.0,0.00366,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,32,1,1,0.3998,0.105316,0.272964,0.01316,0.0,0.002013,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.726622,0.280175,1.193643,0.218748,0.016513,0.0,0.0,0.0,0.008318,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,1.183461,0.08023,0.119017,0.047185,0.0,0.0,0.001013,0.815367,0.0,0.025033
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,1,1,4,4.191885,0.076167,1.690719,0.043979,0.02388,0.0,0.0,0.0,0.006632,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.364083,0.0742,0.037425,0.005779,0.043106,0.0,0.0,0.0,0.018721,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,500,4,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.410008,0.081068,0.032641,0.008198,0.107581,0.0,0.0,0.0,0.084536,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,1,1,256,1.043096,0.288221,0.415352,0.296506,0.023319,0.0,0.0,0.0,0.007392,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,16,1,1,16,1,1,5.195632,0.263335,4.354596,0.464587,0.0,0.087485,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,1,1,512,0.784301,0.088534,0.050421,0.008478,0.318218,0.0,0.0,0.0,0.143913,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.165544,0.135775,1.715131,0.027562,0.0,0.001382,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,1,1,4,22.552918,0.227631,17.398222,2.370528,0.131867,0.0,0.0,0.0,0.050616,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,8,1,1,9.435086,0.274637,8.193675,0.909515,0.0,0.049473,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,4,2,1,1,8,1,10.692942,0.336934,9.260755,0.932217,0.0,0.0,0.030933,0.055701,0.0,0.067511
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,16,8,1,1,128,1,1.404421,0.085478,0.032414,0.000833,0.0,0.0,0.000818,1.136018,0.0,0.041816
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,1,1,32,0.30694,0.077931,0.047286,0.006104,0.070168,0.0,0.0,0.0,0.016973,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,1.270004,0.086229,0.11924,0.012344,0.0,0.0,0.001018,0.895215,0.0,0.020599
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,1,1,32,0.463255,0.133196,0.277215,0.032803,0.005,0.0,0.0,0.0,0.002403,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,1,1,32,0.390216,0.086222,0.213454,0.02366,0.02345,0.0,0.0,0.0,0.017329,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,1.035647,0.076413,0.119169,0.012538,0.0,0.0,0.001004,0.655216,0.0,0.024147
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,256,1,1,3.137546,0.087541,0.060148,0.003746,0.0,2.929267,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,16,8,1,1,128,1,1.347681,0.083772,0.033197,0.000835,0.0,0.0,0.000818,1.147574,0.0,0.044017
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.720248,0.281178,1.189809,0.216703,0.014562,0.0,0.0,0.0,0.006492,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,8,4,1,1,32,1,0.426403,0.122066,0.267281,0.014966,0.0,0.0,0.002554,0.001834,0.0,0.004898
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.162465,0.087867,0.031283,0.000789,0.0,1.905724,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.337804,0.111925,0.165073,0.028666,0.016189,0.0,0.0,0.0,0.003618,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,1,1,8,0.167447,0.038223,0.101742,0.005321,0.006043,0.0,0.0,0.0,0.008254,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.799376,0.081687,0.212042,0.020189,0.0,0.0,0.001189,0.440543,0.0,0.013477
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,4,4,1,1,16,1,5.527982,0.264576,4.589695,0.520899,0.0,0.0,0.018359,0.050974,0.0,0.073559
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.719308,0.281116,1.189044,0.215649,0.016643,0.0,0.0,0.0,0.006534,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,512,1,1,0.913677,0.073725,0.033258,0.000773,0.0,0.651256,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,1,1,128,1.286569,0.305752,0.710862,0.234824,0.017983,0.0,0.0,0.0,0.003631,0.0
