alg,impl,system,nnode,nproc,nthread,n,r,matmul1p1,matmul1p2,matmul1p3,matmul2p1,matmul2p2,matmul2p3,total_time,gen_omega_time,dgemm1_time,dgemm2_time,all2all_time,reduce_scatter_time,reduce_scatter_1_time,reduce_scatter_2_time,unpack_time,pack_time
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.165358,0.290083,0.634644,0.116764,0.0,0.0,0.012111,0.061945,0.0,0.031135
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,1,1,128,0.488513,0.087672,0.082263,0.007968,0.0728,0.0,0.0,0.0,0.076341,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.405589,0.083554,0.033377,0.005643,0.12807,0.0,0.0,0.0,0.042021,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,1,1,32,0.44307,0.074206,0.213686,0.023618,0.042,0.0,0.0,0.0,0.028123,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,4,4,1,1,16,1,0.278754,0.074776,0.065212,0.001436,0.0,0.0,0.000892,0.075691,0.0,0.016691
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,1,1,32,0.455897,0.120691,0.293947,0.028471,0.00536,0.0,0.0,0.0,0.002959,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,4,2,1,1,8,1,1.145349,0.051312,0.768821,0.097213,0.0,0.0,0.002162,0.183488,0.0,0.012876
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,1,1,4,0.340587,0.036162,0.176068,0.003566,0.089474,0.0,0.0,0.0,0.009179,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,1,1,4,4.580992,0.09406,1.750361,0.042596,0.023237,0.0,0.0,0.0,0.006578,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,1,1,64,0.356492,0.118625,0.192401,0.026178,0.006554,0.0,0.0,0.0,0.003587,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,16,16,1,1,256,1,2.200738,0.096308,0.031336,0.000807,0.0,0.0,0.000806,1.848631,0.0,0.075822
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,1,1,32,0.4773,0.208816,0.097192,0.022969,0.039152,0.0,0.0,0.0,0.016203,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,16,16,1,1,256,1,1.077212,0.29003,0.388618,0.087783,0.0,0.0,0.021755,0.198275,0.0,0.064381
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.311375,0.087037,0.037318,0.005662,0.049713,0.0,0.0,0.0,0.019903,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,1.049643,0.080403,0.120083,0.012373,0.0,0.0,0.001019,0.758666,0.0,0.029886
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,500,256,1,1,1,1,256,0.368649,0.147944,0.100431,0.056022,0.038254,0.0,0.0,0.0,0.016598,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,16,1,1,16,1,1,5.122442,0.254742,4.336407,0.475296,0.0,0.042214,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,4,2,1,1,8,1,0.418281,0.069645,0.101872,0.003593,0.0,0.0,0.000942,0.09402,0.0,0.009715
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.389338,0.082931,0.033169,0.00826,0.095096,0.0,0.0,0.0,0.073526,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,1,1,4,0.341278,0.075378,0.175619,0.003567,0.04861,0.0,0.0,0.0,0.013697,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,500,512,1,1,512,1,1,0.532707,0.049843,0.182836,0.030084,0.0,0.245049,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,8,4,1,1,32,1,0.477841,0.073934,0.046983,0.001086,0.0,0.0,0.000995,0.298351,0.0,0.01177
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,8,4,1,1,32,1,0.463347,0.144758,0.278784,0.023954,0.0,0.0,0.002595,0.001788,0.0,0.004983
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,4,2,1,1,8,1,1.174548,0.043437,0.77012,0.097047,0.0,0.0,0.002311,0.132556,0.0,0.011428
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,2,2,1,1,4,1,0.401591,0.039351,0.176883,0.004294,0.0,0.0,0.056872,0.034862,0.0,0.027357
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.46031,0.25796,8.166286,0.951313,0.045735,0.0,0.0,0.0,0.029724,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,8,1,1,1,1,8,0.987178,0.077934,0.757748,0.076903,0.03744,0.0,0.0,0.0,0.010755,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,128,1,1,1.365427,0.082339,0.033352,0.000824,0.0,1.153263,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,1,1,512,1.588454,0.487085,0.543246,0.467958,0.040757,0.0,0.0,0.0,0.018393,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,1,1,256,0.386124,0.082393,0.031397,0.00804,0.108401,0.0,0.0,0.0,0.093089,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,16,8,1,1,128,1,1.180859,0.293752,0.626711,0.105628,0.0,0.0,0.015518,0.085558,0.0,0.033346
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.85568,0.30279,1.272228,0.202489,0.0,0.062231,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,4,1,1,0.34929,0.0327,0.176258,0.004338,0.0,0.102152,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.803861,0.261634,1.235994,0.201895,0.0,0.089438,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,1,1,128,1.29026,0.29964,0.708842,0.240277,0.02163,0.0,0.0,0.0,0.003695,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,16,1,1,1,1,16,5.079966,0.248326,4.333791,0.447256,0.026019,0.0,0.0,0.0,0.015652,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,6.211599,0.097148,0.050662,0.003508,0.0,5.897438,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,1,1,128,0.392329,0.080896,0.081392,0.007972,0.053396,0.0,0.0,0.0,0.038334,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.29307,0.017576,1.730202,0.030583,0.0,0.001353,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,500,2,2,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.401417,0.255379,8.108152,0.950173,0.045797,0.0,0.0,0.0,0.029615,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,8,1,1,1,1,8,1.063662,0.131695,0.882887,0.031405,0.006615,0.0,0.0,0.0,0.004488,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,256,1,1,1.018936,0.283109,0.407857,0.085208,0.0,0.224829,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,2.103139,0.080503,1.493555,0.163516,0.194251,0.0,0.0,0.0,0.028384,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,1,1,512,0.690284,0.081496,0.050566,0.007987,0.319051,0.0,0.0,0.0,0.15247,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.732321,0.27143,1.201687,0.228427,0.016875,0.0,0.0,0.0,0.006482,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,128,1,1,0.285195,0.138097,0.119548,0.007567,0.0,0.010021,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,256,1,1,3.007467,0.090845,0.059877,0.00376,0.0,2.721638,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,512,1,1,0.87279,0.075845,0.033355,0.000774,0.0,0.632381,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,32,1,1,0.799192,0.08459,0.21327,0.025097,0.0,0.424426,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,5000,4,4,1,1,16,1,5.536146,0.256228,4.580419,0.546468,0.0,0.0,0.018354,0.047219,0.0,0.074889
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,5000,4,2,1,1,8,1,1.192279,0.071672,0.767547,0.096605,0.0,0.0,0.002293,0.213929,0.0,0.011476
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,1,1,16,0.662887,0.129569,0.487012,0.029305,0.005156,0.0,0.0,0.0,0.002963,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,1,1,128,0.326642,0.14537,0.097355,0.037382,0.029035,0.0,0.0,0.0,0.005488,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.154745,0.084125,1.69782,0.030435,0.0,0.001274,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,4,2,1,1,8,1,0.278289,0.136848,0.101909,0.00358,0.0,0.0,0.000967,0.009836,0.0,0.008896
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,4,2,1,1,8,1,0.300633,0.041264,0.101949,0.003595,0.0,0.0,0.000942,0.090414,0.0,0.018092
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,128,1,1,1.44782,0.199362,0.082333,0.000835,0.0,1.100929,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,16,1,1,0.222231,0.077432,0.065112,0.001395,0.0,0.015129,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,4,2,1,1,8,1,0.178546,0.038242,0.101891,0.003607,0.0,0.0,0.000958,0.009619,0.0,0.008476
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,8,1,1,9.282306,0.211573,8.124762,0.889831,0.0,0.049856,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,8,4,1,1,32,1,0.409182,0.072308,0.047012,0.00108,0.0,0.0,0.000858,0.163548,0.0,0.012345
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,4,2,1,1,8,1,10.648855,0.227598,9.278924,0.972165,0.0,0.0,0.033755,0.057819,0.0,0.07082
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,16,16,1,1,256,1,3.109077,0.087679,0.05061,0.005256,0.0,0.0,0.0009,2.694188,0.0,0.078194
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,1,1,64,0.4241,0.080081,0.129419,0.015018,0.10404,0.0,0.0,0.0,0.018044,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,8,1,1,8,1,1,1.012936,0.104658,0.871756,0.027631,0.0,0.0015,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,2,8,32,50000,500,8,1,1,8,1,1,0.279076,0.0686,0.100991,0.003479,0.0,0.009677,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,256,1,1,1.117291,0.336393,0.410825,0.115348,0.0,0.236869,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,64,1,1,64,1,1,0.328247,0.123744,0.179562,0.012992,0.0,0.004802,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,1,1,4,1.927373,0.085691,1.489098,0.163529,0.130802,0.0,0.0,0.0,0.010861,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,256,1,1,3.129178,0.082638,0.059237,0.003744,0.0,2.848927,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,32,1,1,2.881255,0.23629,2.281296,0.301197,0.0,0.048907,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,128,1,1,1.204056,0.295826,0.696721,0.124299,0.0,0.05722,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,16,8,1,1,128,1,1.474294,0.09503,0.032155,0.000831,0.0,0.0,0.000816,1.196309,0.0,0.040633
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,4,1,1,2.067188,0.048133,1.603218,0.189603,0.0,0.186446,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,8,8,1,1,64,1,0.996248,0.078727,0.119971,0.012384,0.0,0.0,0.001018,0.675385,0.0,0.020899
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,16,1,1,0.656971,0.108694,0.483047,0.055025,0.0,0.001407,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,32,1,1,0.472573,0.144876,0.285857,0.033319,0.0,0.001973,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,1,1,4,0.50398,0.099027,0.17638,0.003555,0.057938,0.0,0.0,0.0,0.008162,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,4,2,1,1,8,1,1.021435,0.1008,0.885749,0.012844,0.0,0.0,0.004059,0.00148,0.0,0.00942
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,16,64,32,50000,5000,64,1,1,64,1,1,1.007576,0.088706,0.128629,0.010552,0.0,0.728972,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,1,1,128,1.282534,0.292495,0.722242,0.230321,0.019226,0.0,0.0,0.0,0.003614,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,500,8,1,1,8,1,1,1.004044,0.086612,0.881719,0.030534,0.0,0.001483,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,4,1,1,4,1,1,4.069225,0.021346,1.737966,0.027239,0.0,0.001402,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.719994,0.053,0.396702,0.038165,0.0,0.213172,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,32,1,1,1,1,32,0.439451,0.080875,0.212917,0.023634,0.022507,0.0,0.0,0.0,0.044801,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.800713,0.059075,0.39843,0.038026,0.0,0.267318,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,128,1,1,128,1,1,1.587462,0.086355,0.081657,0.007362,0.0,1.375214,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,4,4,1,1,16,1,1.015223,0.081353,0.393041,0.038215,0.0,0.0,0.001576,0.351532,0.0,0.015251
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.281319,0.073265,0.064781,0.005583,0.033118,0.0,0.0,0.0,0.018031,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,4,4,1,1,16,1,0.822458,0.05025,0.393299,0.03814,0.0,0.0,0.001563,0.287832,0.0,0.018587
nystrom-1d-redist-1d,cpp,perlmutter-gpu,16,64,32,50000,500,64,1,1,1,1,64,0.314657,0.082788,0.038406,0.005688,0.059239,0.0,0.0,0.0,0.025892,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,16,1,1,0.297934,0.04369,0.064787,0.001381,0.0,0.170981,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,512,1,1,0.757372,0.081927,0.033421,0.000772,0.0,0.584259,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,64,256,32,50000,5000,256,1,1,1,1,256,0.407865,0.085789,0.059881,0.0003,0.108654,0.0,0.0,0.0,0.100319,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,4,4,1,1,16,1,0.255792,0.071662,0.066478,0.001433,0.0,0.0,0.000881,0.085926,0.0,0.015002
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,500,8,8,1,1,64,1,0.34485,0.144194,0.166082,0.014145,0.0,0.0,0.001812,0.003929,0.0,0.005162
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,8,4,1,1,32,1,0.401919,0.117186,0.251674,0.015606,0.0,0.0,0.002569,0.00181,0.0,0.004971
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,5000,4,1,1,4,1,1,21.976002,0.198833,17.70717,1.709353,0.0,0.044977,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,500,512,1,1,512,1,1,0.875091,0.074747,0.033807,0.000782,0.0,0.617095,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,512,1,1,6.010525,0.099053,0.050309,0.003495,0.0,5.696647,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,128,512,32,50000,5000,512,1,1,1,1,512,0.779581,0.081499,0.050241,0.008096,0.320647,0.0,0.0,0.0,0.143302,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,2,2,1,1,4,1,0.418266,0.048121,0.176953,0.004253,0.0,0.0,0.117548,0.038791,0.0,0.00875
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,1,4,32,50000,500,2,2,1,1,4,1,4.324461,0.022965,1.857528,0.036027,0.0,0.0,0.007615,0.001253,0.0,0.015817
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,1,1,512,1.606602,0.494859,0.559604,0.46335,0.040383,0.0,0.0,0.0,0.018014,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.740949,0.296729,1.197721,0.214015,0.01439,0.0,0.0,0.0,0.006383,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,32,1,1,0.438651,0.082274,0.048073,0.001061,0.0,0.209624,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,64,256,32,50000,5000,256,1,1,256,1,1,1.053734,0.309024,0.404875,0.098413,0.0,0.224024,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,2,2,1,1,4,1,0.317641,0.055076,0.176867,0.004314,0.0,0.0,0.028743,0.006114,0.0,0.015809
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.281153,0.079791,0.03227,0.000794,0.0,2.042262,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,100000,5000,4,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,1,1,16,0.177207,0.044067,0.064588,0.00555,0.032483,0.0,0.0,0.0,0.011644,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,5000,32,1,1,1,1,32,2.905289,0.315973,2.272945,0.274022,0.018997,0.0,0.0,0.0,0.009938,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,2,8,32,50000,5000,8,1,1,1,1,8,9.439997,0.242702,8.17875,0.930289,0.045723,0.0,0.0,0.0,0.030035,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,5000,128,1,1,1,1,128,1.26904,0.300167,0.706387,0.227298,0.020639,0.0,0.0,0.0,0.003618,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,64,256,32,50000,500,256,1,1,256,1,1,2.434081,0.08308,0.032466,0.000797,0.0,2.213209,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.609036,0.103257,0.476434,0.007909,0.0,0.0,0.003131,0.001287,0.0,0.009358
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.820637,0.079943,0.210488,0.019962,0.0,0.0,0.001192,0.438292,0.0,0.023979
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,32,128,32,50000,5000,16,8,1,1,128,1,1.633252,0.090595,0.074758,0.005604,0.0,0.0,0.000936,1.398554,0.0,0.040671
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,32,128,32,50000,500,128,1,1,128,1,1,0.43248,0.231109,0.140789,0.028771,0.0,0.02118,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,32,128,32,50000,500,128,1,1,1,1,128,0.329312,0.09141,0.034549,0.005631,0.0924,0.0,0.0,0.0,0.044851,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu,8,32,32,50000,5000,8,4,1,1,32,1,0.53326,0.048633,0.210649,0.019983,0.0,0.0,0.001202,0.193478,0.0,0.013971
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,8,32,32,50000,500,32,1,1,32,1,1,0.427722,0.10538,0.280005,0.03111,0.0,0.002083,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,1,1,64,1.711863,0.257287,1.210567,0.211725,0.014548,0.0,0.0,0.0,0.006478,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,16,1,1,1,1,16,0.627241,0.095577,0.48072,0.043963,0.00507,0.0,0.0,0.0,0.002974,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,8,32,32,50000,500,32,1,1,1,1,32,0.233837,0.07511,0.047156,0.005665,0.031288,0.0,0.0,0.0,0.015018,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,500,16,1,1,16,1,1,0.336717,0.077865,0.064991,0.001387,0.0,0.186117,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.745002,0.284147,1.217425,0.170177,0.0,0.059988,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu-cpu,128,512,32,50000,5000,512,1,1,1,1,512,1.522876,0.488123,0.542699,0.403293,0.040441,0.0,0.0,0.0,0.018137,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,4,16,32,50000,5000,16,1,1,16,1,1,0.82181,0.094518,0.396709,0.038026,0.0,0.224357,0.0,0.0,0.0,0.0
nystrom-1d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,64,1,1,64,1,1,1.701944,0.264417,1.193643,0.161576,0.0,0.065027,0.0,0.0,0.0,0.0
nystrom-1d-redist-1d,cpp,perlmutter-gpu,1,4,32,50000,500,4,1,1,1,1,4,0.37073,0.038353,0.176057,0.003565,0.120187,0.0,0.0,0.0,0.010832,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,4,16,32,50000,500,4,4,1,1,16,1,0.630707,0.124387,0.47744,0.007902,0.0,0.0,0.003224,0.001284,0.0,0.009404
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,8,8,1,1,64,1,1.719597,0.284394,1.099689,0.181076,0.0,0.0,0.007486,0.088627,0.0,0.041255
nystrom-1d-noredist-1d,cpp,perlmutter-gpu,1,4,32,50000,5000,4,1,1,4,1,1,1.985045,0.053859,1.545776,0.189364,0.0,0.136131,0.0,0.0,0.0,0.0
nystrom-2d-noredist-1d,cpp,perlmutter-gpu-cpu,16,64,32,50000,5000,8,8,1,1,64,1,1.745055,0.270172,1.139709,0.188454,0.0,0.0,0.007186,0.04402,0.0,0.075091
